@relation metrics+reasoning_time

@attribute ontology string
@attribute SOV numeric
@attribute ENR numeric
@attribute EOG numeric
@attribute RCH numeric
@attribute CYC numeric
@attribute ESUB numeric
@attribute SUPECHN numeric
@attribute ELCLSPRT numeric
@attribute ELAXPRT numeric
@attribute HLC numeric
@attribute RHLC numeric
@attribute IHR numeric
@attribute IND numeric
@attribute aNOC numeric
@attribute tNOC numeric
@attribute aCID numeric
@attribute mCID numeric
@attribute aCOD numeric
@attribute tCOD numeric
@attribute aNOP numeric
@attribute CONJP numeric
@attribute UFP numeric
@attribute EF numeric
@attribute EFP numeric
@attribute OBPP numeric
@attribute DTPP numeric
@attribute FUNP numeric
@attribute CHNP numeric
@attribute ELPROP numeric
@attribute reasoning_time numeric

@data
ore_ont_15796.owl,0.478089,0.08178,0.403994,0.1561,0.53117,0.025867,0.176717,0.855931,0.837167,0.37971,0.028129,0.425199,0.522657,0.192109,0.545381,0.084697,0.311171,0.086997,0.510195,0.065688,0,0.4693,0.348013,0.1609,0.94,0.06,0,0,0.83913,5.799093
ore_ont_1931.owl,0.217762,0.143908,0.504484,0.321181,0.420139,0.017094,0,0.715882,0.389706,0.173414,0.008731,0.073717,0.323061,0.138707,0.318621,0.15994,0.257318,0.172578,0.320409,0.041663,0.1091,0.2545,0.140357,0.0909,0.7732,0.2268,0.6598,0,0.963504,4.578142
ore_ont_4724.owl,0.133414,0.109403,0.229133,0,0.321443,0,0,1,0,0,0,0,0,0,0,0.110078,0.286216,0.023116,0.183196,0.026507,0,0,0,0,1,0,0,0,1,4.360973
ore_ont_14348.owl,0.19905,0.079679,0.415153,0.157221,0.349426,0.232932,0.275272,0.975196,0.980315,0.219901,0.038825,0,0.321165,0.200729,0.368764,0.084249,0.195446,0.089041,0.306831,0.068486,0,0,0.269,0.8571,1,0,0,0,0.807692,4.454347
ore_ont_13392.owl,0.124125,0.035647,0.096141,0,0.14677,0,0,1,1,0,0,0,0,0.188647,0.321393,0.048068,0.336391,0.024095,0.229137,0.027629,0,0,0,0,1,0,0,0,1,4.360973
ore_ont_5612.owl,0.697129,0.151943,0.450752,0.315931,0.770982,0.407672,0.755362,1,1,0,0,0,0,0.289156,0.779997,0.11266,0.643048,0.182831,0.767403,0.179226,0.0001,0,0.772902,0.9999,1,0,0,0.212121,1,8.268561
ore_ont_3455.owl,0.098591,0.123242,0.466875,0.268624,0.32616,0.092105,0.073565,0.792208,0.527132,0.211054,0.070291,0.107993,0,0.169564,0.290111,0.114435,0.212138,0.154554,0.261522,0.059004,0,0.1304,0.162892,0.3043,1,0,0,0,0.758065,4.402646
ore_ont_16767.owl,0.654519,0.242603,0.509206,0.336552,0.773404,0.708227,0.434428,1,1,0.4108,0.002608,0.693034,0.755436,0.186299,0.51867,0.454837,0.653629,0.143355,0.506387,0.117087,0.2427,0,0.500708,0.7573,1,0,0,0.116667,1,6.745236
ore_ont_4798.owl,0.467496,0.031869,0.134672,0.008691,0.320348,0.021093,0.160568,1,1,0,0,0,0,0.193735,0.560455,0.045443,0.390891,0.029495,0.499261,0.032462,0,0,0.28286,1,1,0,0,0,1,5.32301
ore_ont_3685.owl,0.216892,0.150985,0.505726,0.435102,0.447347,0.18323,0.223131,0.805381,0.774936,0.254244,0.060612,0.23255,0,0.140353,0.385874,0.11258,0.199069,0.204869,0.407285,0.055187,0.2822,0,0.367495,0.5347,0.6346,0.3654,0.1731,0.224359,0.983871,4.922411
ore_ont_3484.owl,0.479906,0.079386,0.00033,0,0.521388,0,0,1,1,0,0,0,0,0,0,0,0,0.09,0.536702,0.02893,0,0,0,0,0,0,0,0,0,5.369086
ore_ont_5769.owl,0.715581,0.242879,0.45708,0.348039,0.814802,0.708056,0.444707,1,1,0.419873,0.001614,0.734832,0.803189,0.185141,0.52786,0.519318,0.709716,0.143675,0.517543,0.115576,0.2473,0,0.514288,0.7527,1,0,0,0.125,1,7.277017
ore_ont_13276.owl,0.666307,0.182158,0.503218,0.419868,0.772779,0.499925,0.751529,0.998164,0.999227,0,0,0,0,0.30179,0.773313,0.131024,0.606234,0.222353,0.768711,0.20298,0.1994,0,0.76409,0.7966,1,0,0,0,0.97561,9.75607
ore_ont_12721.owl,0.187574,0.167667,0.50147,0.342762,0.411555,1,0.073565,1,1,0.263246,0.0491,0.275838,0.353969,0.139072,0.274554,0.133817,0.281199,0.137655,0.256652,0.118792,0,0,0.269,1,1,0,0,0,1,4.410776
ore_ont_13383.owl,0.274015,0.080037,0.410145,0.131703,0.388371,0.004866,0,0.860313,0.81978,0.188552,0.010758,0.13057,0.343389,0.188034,0.402128,0.08023,0.237819,0.076407,0.34585,0.05796,0,0.6604,0.086059,0.0377,0.6986,0.3014,0,0,0.875,4.588363
ore_ont_4572.owl,0.787276,0.1198,0.306006,0,0.775961,0,0,1,0.815789,0,0,0,0.769232,0.16857,0.231467,0.974477,0.676279,0.243611,0.226682,0.024435,0,0,0,0,0.1515,0.8485,0.8788,0,1,9.06966
ore_ont_4242.owl,0.669906,0.237469,0.451068,0.358027,0.782103,0.709272,0.442304,1,1,0.422283,0.002743,0.70375,0.767153,0.183265,0.527885,0.445447,0.670077,0.145266,0.519241,0.11507,0.2726,0,0.514947,0.7274,1,0,0,0.116667,1,6.79794
ore_ont_4092.owl,0.483691,0.073273,0.380004,0.150962,0.523055,0.027085,0.251857,0.86252,0.844951,0.365037,0.022878,0.338412,0.529332,0.194661,0.557355,0.083587,0.30936,0.088357,0.522934,0.068053,0,0.5025,0.36306,0.172,0.9139,0.0861,0,0,0.769892,5.685845
ore_ont_6923.owl,0.37929,0.08596,0.389632,0.070888,0.465251,0.006924,0,0.973177,0.989372,0.177547,0.002876,0.387679,0.446418,0.200894,0.462147,0.091475,0.290943,0.063333,0.400807,0.051016,0.3594,0,0.23467,0.2969,0.9016,0.0984,0,0,1,5.045573
ore_ont_13657.owl,0.298906,0.046419,0.29071,0.004177,0.323581,0.057823,0,1,0.998867,0,0,0,0,0.214359,0.45304,0.05654,0.286216,0.050117,0.377341,0.056657,0,0,0.108595,1,1,0,0,0,1,4.536177
ore_ont_5966.owl,0.213029,0.087341,0.38784,0.174115,0.369088,0.175385,0,1,1,0,0,0,0.281451,0.191566,0.386492,0.064999,0.212138,0.11264,0.341756,0.108106,0,0,0.313913,1,1,0,0,0,0,4.446565
ore_ont_13591.owl,0.787291,0.119824,0.306138,0.381181,0.776011,0.141631,0,1,1,0,0,0,0.859814,0.351738,0.364346,0.838073,0.676259,0.261019,0.300069,0.271372,0,0,0.276236,1,1,0,0,0,0,7.415576
ore_ont_330.owl,0.370677,0.041108,0.125984,0.237733,0.491383,0.357369,0.492677,1,0.985905,0.432317,0.030266,0,0.6941,0.221847,0.523212,0.261537,0.647504,0.119137,0.483272,0.097493,0.1376,0,0.46973,0.8624,1,0,0,0.291667,1,5.817111
ore_ont_4354.owl,0.293316,0.077804,0.403447,0.121127,0.397663,0.004175,0,0.87107,0.83181,0.088773,0.00152,0.04651,0.343389,0.182918,0.412331,0.077393,0.237819,0.077049,0.360524,0.055507,0,0.661,0.086059,0.0339,0.7769,0.2231,0,0,0.824242,4.621699
ore_ont_13887.owl,0.278316,0.031993,0.234944,0,0.196682,0,0,1,1,0,0,0,0.217701,0.191298,0.427011,0.04947,0.281199,0.025017,0.347503,0.028686,0,0,0,0,1,0,0,0,1,4.525405
ore_ont_6401.owl,0.277847,0.180562,0.516878,0.485765,0.506032,0.424737,0.247015,0.996388,0.997666,0.242326,0.012594,0.430561,0.372414,0.233647,0.451122,0.107688,0.30936,0.207828,0.429603,0.17869,0.107,0,0.437381,0.8863,1,0,0,0,1,4.70048
ore_ont_15490.owl,0.488405,0.064309,0.35891,0.192706,0.514784,0.388985,0.5728,1,1,0,0,0,0,0.188202,0.585056,0.055318,0.381627,0.070791,0.549958,0.054013,0,0,0.555529,1,1,0,0,0,0,5.589742
ore_ont_3770.owl,0.186785,0.116778,0.30664,0,0.364688,0,0,1,0,0,0,0,0.189643,0,0,0.109215,0.328095,0.023971,0.221521,0.027487,0,0,0,0,1,0,0,0,1,4.406719
ore_ont_10536.owl,0.117938,0.102984,0.243198,0.955579,0.341066,0.957447,0,1,1,0,0,0.302677,0.118996,0.184907,0.304141,0.0983,0.311171,0.212969,0.289993,0.153687,0,0,0.353357,1,1,0,0,0,1,4.382027
ore_ont_13423.owl,0.798577,0.069942,0.347297,0.142202,0.72925,0.351113,0.746739,1,1,0.669499,0.106177,0.701524,0.79558,0.234578,0.782036,0.104819,0.818588,0.101766,0.762331,0.098924,0.0002,0,0.738061,0.9998,1,0,0,0.145833,1,8.610866
ore_ont_9663.owl,0.723007,0.143225,0.456708,0.393474,0.78271,0.329411,0.739628,0.999602,0.997244,0.726284,0.333517,0.710599,0,0.225949,0.77956,0.101716,0.654004,0.17197,0.791437,0.123065,0.386,0,0.780892,0.6131,1,0,0.0042,0.292887,0.940928,9.821048
ore_ont_5604.owl,0.219195,0.08416,0.404666,0.169274,0.362079,0.31087,0.276361,0.98495,0.945148,0.308674,0.130685,0.262496,0,0.217736,0.409633,0.072635,0.24815,0.103156,0.350342,0.088931,0.0968,0,0.315324,0.8871,0.6667,0.3333,0.0556,0,0.916667,4.591747
ore_ont_6067.owl,0.278627,0.045707,0.25649,0.09001,0.329129,0.0048,0,1,0.993884,0.088773,0.00182,0,0.389866,0.178818,0.430067,0.070854,0.325131,0.052582,0.371625,0.029205,0.4237,0,0.278507,0.5763,1,0,0,0,1,4.532599
ore_ont_13708.owl,0.735845,0.032968,0.242829,0.005745,0.523372,0.001673,0.704985,0.997732,0.996726,0.384783,0.003057,0.380678,0.628432,0.193114,0.737164,0.052069,0.431442,0.028761,0.698876,0.031363,0.2196,0.2404,0.388763,0.4214,0.9877,0.0123,0,0,0.848827,7.820975
ore_ont_16056.owl,0.260975,0.190008,0.480382,0.621818,0.508421,0,0,0.990851,0.276031,0,0,0,0.39674,0.093302,0.382044,0.15046,0.220726,0.249621,0.456093,0.028744,0.4343,0.0134,0.432208,0.5523,1,0,0,0,1,5.449607
ore_ont_15950.owl,0.385811,0.044965,0.346929,0.031442,0.378273,0.054028,0.287298,1,1,0.303849,0.027885,0,0,0.203943,0.511252,0.052604,0.209062,0.046054,0.446501,0.048142,0,0,0.319412,1,1,0,0,0,1,4.862393
ore_ont_1555.owl,0.484037,0.128865,0.21306,0,0.577411,0,0,1,0.997753,0,0,0,0.303943,0.191835,0.546023,0.106941,0.609294,0.226902,0.564837,0.028917,0,0,0,0,0.625,0.375,0,0,1,5.765191
ore_ont_10389.owl,0.536721,0.05345,0.368581,0,0.508156,0,0,1,1,0,0,0,0,0.222115,0.620082,0.060436,0.235586,0.056845,0.565399,0.065183,0,0,0,0,1,0,0,0,1,5.989796
ore_ont_13799.owl,0.115514,0.170952,0.520779,0.455915,0.378965,0.17,0.245319,0.703991,0.279621,0.208637,0.036989,0,0.283076,0.218997,0.308232,0.172083,0.191654,0.261829,0.293417,0.130193,0,0.0556,0.21719,0.4167,0.8333,0.1667,0.25,0,0.793103,4.51086
ore_ont_2105.owl,0.517856,0.239003,0.5625,0.214742,0.683286,1,0,1,1,0,0,0,0,0.412749,0.691161,0.172199,0.589726,0.294177,0.65808,0.32358,0,0,0.58956,1,1,0,0,0,0,6.59987
ore_ont_1211.owl,0.339008,0.055904,0.306962,0.044876,0.424108,0.047506,0.364724,1,1,0,0,0,0.512847,0.240475,0.496198,0.118762,0.468096,0.086583,0.430068,0.093479,0,0,0.311011,1,1,0,0,0,0,4.828314
ore_ont_9709.owl,0.086173,0.101982,0.425154,0,0.281853,0,0,1,0.888889,0,0,0,0.195122,0.137023,0.189223,0.154014,0.158606,0.031007,0.113497,0.022239,0,0,0,0,0.2973,0.7027,0.7568,0,0.97541,4.352426
ore_ont_8671.owl,0.77536,0.13657,0.317671,0.29809,0.804058,0.75345,0.68046,1,0.999974,0.721936,0.211119,0.334857,0,0.240735,0.81257,0.087651,0.817635,0.163233,0.818382,0.156768,0.0056,0,0.828401,0.9944,1,0,0,0,0.94382,8.906303
ore_ont_5894.owl,0.408725,0.088955,0.415644,0.183122,0.496552,0.013356,0.092829,0.810517,0.747964,0.361288,0.04218,0.366621,0.370959,0.19211,0.517614,0.071358,0.250068,0.102938,0.485648,0.077372,0,0.547,0.252149,0.0594,0.8386,0.1614,0,0,0.808874,5.327876
ore_ont_12584.owl,0.148548,0.107261,0.257769,0,0.329612,0,0,1,0,0,0,0,0.118996,0,0,0.108277,0.296489,0.023368,0.192576,0.026795,0,0,0,0,1,0,0,0,1,4.382027
ore_ont_6635.owl,0.092578,0.092993,0.35617,0.488028,0.300577,0,0,0.456893,0.410959,0,0,0,0,0.173234,0.287457,0.103835,0.146041,0.104856,0.236603,0.087,0,0,0,0,0.7381,0.2619,0,0,1,4.422849
ore_ont_1199.owl,0.816076,0.117295,0.375125,0.045028,0.793967,0.010149,0.444968,0.999661,0.999601,0.394946,0.00084,0.773019,0.863414,0.183716,0.69307,0.195333,0.839991,0.038416,0.659127,0.032244,0.3372,0.0027,0.537919,0.656,1,0,0.0132,0.509934,0.900356,10.021093
ore_ont_11378.owl,0.529331,0.154355,0.496867,0.16349,0.636841,0.042638,0.470741,0.886586,0.928698,0.456175,0.031492,0.479016,0.529733,0.249387,0.615394,0.141127,0.505716,0.194609,0.603151,0.118935,0.014,0.0636,0.466141,0.3583,0.9138,0.0862,0.0246,0,0.918605,9.613068
ore_ont_14593.owl,0.477517,0.074779,0.384195,0.155502,0.520345,0.025867,0.176717,0.856588,0.837684,0.37971,0.030119,0.391905,0.522657,0.192109,0.545381,0.084481,0.311171,0.086997,0.510195,0.065688,0,0.4712,0.348013,0.1615,0.9386,0.0614,0,0,0.836041,5.781772
ore_ont_11053.owl,0.695325,0.133356,0.365665,0.941148,0.793078,1,0.700554,1,1,0,0,0,0.773341,0.093086,0.698727,0.110497,0.577552,0.19884,0.796658,0.08107,0.4493,0,0.836032,0.5507,1,0,0,0,0,8.128684
ore_ont_12955.owl,0.29438,0.068257,0.363411,0.393617,0.403951,0,0,0.592942,0.386667,0.070351,0.000788,0.37312,0.46839,0.133843,0.333298,0.182479,0.351906,0.11624,0.318586,0.075794,0.0795,0.2045,0,0,0.6985,0.3015,0.0305,0.008906,0.921769,4.750712
ore_ont_7111.owl,0.609071,0.204869,0.540084,0.458314,0.750998,0.513056,0.724158,0.996897,0.998853,0.420326,0.004866,0.386421,0,0.322426,0.745649,0.146714,0.562295,0.251851,0.739241,0.228387,0.3085,0,0.718087,0.6853,1,0,0,0,0.973684,9.443962
ore_ont_9881.owl,0.505124,0.120079,0.342566,0.464759,0.586475,0.006424,0,0.495066,0.555789,0,0,0,0.618544,0.187083,0.41064,0.306842,0.539257,0.129876,0.378518,0.094319,0,0,0.108595,0.014,0.587,0.413,0,0,0.865854,6.792718
ore_ont_6910.owl,0.501917,0.151216,0.347333,0.37779,0.66099,0.189947,0.545694,1,1,0.53642,0.136658,0,0,0.241603,0.634336,0.10932,0.480884,0.181989,0.623572,0.135201,0,0,0.637942,1,1,0,0.1,0,0.8125,6.777647
ore_ont_5760.owl,0.77511,0.136829,0.351952,0.936984,0.847741,1,0.755089,1,1,0,0,0,0.833734,0.113255,0.765267,0.117322,0.731238,0.206446,0.856837,0.092554,0.4724,0,0.891975,0.5276,1,0,0,0,0,9.392606
ore_ont_7234.owl,0.522616,0.149076,0.490238,0.265797,0.638672,0.471495,0.645959,1,0.996823,0.484054,0.051527,0.285073,0,0.29411,0.658482,0.113123,0.361627,0.179596,0.626848,0.179602,0,0,0.614721,1,1,0,0,0,1,6.334463
ore_ont_4279.owl,0.367713,0.105136,0.443625,0.237421,0.493523,0.371046,0.505993,1,0.986779,0.437701,0.175909,0,0,0.235101,0.52739,0.082707,0.286216,0.123707,0.483418,0.111614,0,0,0.479431,1,1,0,0,0.233333,1,4.885324
ore_ont_16286.owl,0.744175,0.089396,0.208678,0.000121,0.714772,0,0,0.999867,0.999001,0,0,0,0.626155,0.253681,0.762601,0.093636,0.801459,0.090205,0.726544,0.1032,0,0,0,0,0.6751,0.3249,0,0,0.999618,8.289456
ore_ont_5089.owl,0.144978,0.102008,0.378211,0.333287,0.365535,0.421384,0.171754,1,1,0.208637,0.057889,0.283128,0,0.187736,0.338957,0.066289,0.202538,0.133365,0.2984,0.110469,0.0577,0,0.306447,0.9423,1,0,0,0.023333,1,4.373658
ore_ont_10380.owl,0.676164,0.039825,0.095122,0.303364,0.735802,0.329576,0.723575,1,0.999194,0.503536,0.002412,0.35416,0.967493,0.249035,0.748962,0.319801,0.96006,0.14734,0.736591,0.134506,0.016,0,0.750346,0.984,1,0,0,0.077778,1,9.621788
ore_ont_13153.owl,0.407395,0.0894,0.415656,0.185305,0.496315,0.013585,0.092829,0.808287,0.744657,0.361515,0.042828,0.366621,0.370959,0.191749,0.516483,0.071637,0.250068,0.103872,0.484959,0.07777,0,0.5459,0.252149,0.0596,0.8386,0.1614,0,0,0.808874,5.615558
ore_ont_8982.owl,0.761965,0.1512,0.349447,0.159143,0.79448,0.459471,0.644675,1,0.999974,0.718477,0.19697,0.706192,0,0.295679,0.813595,0.108692,0.80131,0.181904,0.802299,0.19348,0.0187,0,0.754293,0.9813,1,0,0,0,0.772727,8.771525
ore_ont_5107.owl,0.07932,0.133259,0.415077,0.474707,0.332894,0.068493,0,0.585404,0.616279,0,0,0,0.237992,0.160482,0.287457,0.088321,0.205865,0.18637,0.275802,0.077193,0.0476,0.3095,0.162892,0.1667,1,0,0.2857,0,1,4.634729
ore_ont_12101.owl,0.08727,0.088721,0.332831,0.568182,0.295168,0,0,0.366661,0.402778,0.088773,0.009562,0.04651,0.051249,0.186319,0.285627,0.097914,0.164229,0.099301,0.224788,0.105035,0,0.1,0,0,0.449,0.551,0,0,0.988764,4.442651
ore_ont_1478.owl,0.227643,0.180862,0.452611,0.64787,0.468453,0.298077,0.307698,0.704658,0.595668,0.356332,0.113105,0.35172,0.189643,0.139392,0.3568,0.159593,0.322055,0.179511,0.365836,0.082956,0.1837,0.2908,0.343264,0.4031,0.9958,0.0042,0,0,0.852154,4.927254
ore_ont_13991.owl,0.529391,0.08019,0.237952,0.086822,0.558496,0,0,0.904501,0.901021,0.13316,0.000439,0,0.614858,0.155725,0.52434,0.113362,0.621302,0.168981,0.540684,0.028914,0,0,0,0,0.5977,0.4023,0.599,0,0.910906,6.320768
ore_ont_5566.owl,0.781478,0.125403,0.363067,0.134601,0.786038,0.46052,0.644904,1,0.999975,0.719277,0.197786,0.707033,0,0.266853,0.814156,0.092362,0.80234,0.148897,0.802839,0.156442,0.0186,0,0.754628,0.9814,1,0,0,0,0.772727,8.856613
ore_ont_14776.owl,0.668771,0.028755,0.000316,0.000031,0,1,0,1,1,0,0,0,0,0.191979,0.696082,0.043854,0.793002,0.025259,0.651267,0.028958,0,0,0.054297,1,1,0,0,0.212121,0.777778,7.322951
ore_ont_15557.owl,0.682334,0.028766,0.066541,0,0,0,0,1,1,0,0,0,0.843268,0.191973,0.705324,0.161471,0.816733,0.025255,0.66171,0.028959,0,0,0,0,0,0,0,0,0,8.536211
ore_ont_2142.owl,0.489789,0.213232,0.214097,0.868203,0.750047,0.10023,0.557932,0.999528,0.999233,0.485343,0.031881,0.516291,0.368469,0.200813,0.691315,0.13696,0.759475,0.262773,0.736376,0.154913,0.9457,0,0.562029,0.0538,1,0,0,0.159649,1,7.50145
ore_ont_14040.owl,0.372126,0.113767,0.449084,0.30315,0.511268,0.275476,0.361774,0.901318,0.749914,0.364607,0.052272,0,0,0.199701,0.520237,0.085304,0.263976,0.134889,0.497559,0.082536,0.0395,0.2382,0.476627,0.6646,1,0,0,0,1,5.143611
ore_ont_1065.owl,0.395154,0.032071,0.11523,0,0.37804,0,0,1,1,0,0,0,0.661529,0.210198,0.518415,0.207516,0.617923,0.044734,0.450716,0.051295,0,0,0,0,1,0,0,0,1,5.534706
ore_ont_2229.owl,0.123372,0.155026,0.479076,0,0.351536,0,0,1,0.394984,0,0,0,0,0.188751,0.32353,0.12797,0.199069,0.186745,0.300539,0.027671,0,0,0,0,0,0,0,0,0,4.386185
ore_ont_9857.owl,0.363289,0.122346,0.271078,0.452033,0.527248,0,0,1,1,0,0,0,0,0,0,0.045506,0.251942,0.145021,0.511937,0.0289,0.6879,0,0.459548,0.3121,1,0,0,0,0,4.801285
ore_ont_10275.owl,0.375484,0.040916,0.124985,0.233531,0.485033,0.215982,0.419664,1,0.991275,0.328501,0.006574,0.107993,0.686484,0.194751,0.513736,0.244472,0.633861,0.109058,0.482393,0.067911,0.4109,0,0.441957,0.5891,1,0,0,0,0.764706,5.771441
ore_ont_11392.owl,0.187965,0.126871,0.478477,0.064192,0.378735,0.061069,0,1,1,0,0,0.04651,0.356394,0.191991,0.326109,0.15296,0.286216,0.062634,0.251446,0.062762,0,0,0.172119,1,1,0,0,0,1,4.426841
ore_ont_9886.owl,0.727238,0.159295,0.414653,0.104169,0.772437,0.469436,0,1,1,0.700484,0.216627,0.687483,0,0.302769,0.788583,0.109744,0.778517,0.192219,0.774872,0.211108,0,0,0.690211,1,1,0,0,0,0.666667,8.329899
ore_ont_4775.owl,0.493549,0.258172,0.486482,0.614248,0.674421,0,0,0.822432,1,0,0,0,0.632402,0.096646,0.406368,0.37971,0.645751,0.14781,0.443882,0.029439,0.261,0.2626,0.444954,0.4763,0.9524,0.0476,0.0476,0,0.866667,6.753438
ore_ont_9941.owl,0.129235,0.078637,0.398183,0.684297,0.317529,0,0,0.36741,0.04,0,0,0,0,0.070229,0.252736,0.059406,0.152565,0.155046,0.299596,0.049537,0.1649,0.4845,0,0,0.4691,0.5309,0,0,1,5.631212
ore_ont_5755.owl,0.54181,0.030699,0.045297,0.205292,0.526445,0.651916,0.476691,1,1,0.559977,0.021179,0,0.877869,0.168915,0.612602,0.346313,0.869046,0.056999,0.585772,0.034866,0,0,0.604256,1,1,0,0,0,1,8.56414
ore_ont_9534.owl,0.479405,0.078912,0.396102,0.153481,0.527819,0.026462,0.193545,0.859319,0.8392,0.381722,0.029383,0.425436,0.524091,0.192571,0.546734,0.084846,0.311171,0.08695,0.511451,0.065896,0,0.4751,0.350731,0.1667,0.9379,0.0621,0,0,0.844904,5.783825
ore_ont_7007.owl,0.307606,0.141563,0.485731,0.679522,0.477177,0.020833,0,0.589294,0.31694,0.16425,0.003186,0.236618,0.428763,0.109495,0.305533,0.17643,0.301683,0.18264,0.331291,0.074461,0.2344,0.0469,0.263776,0.2188,0.4844,0.5156,0,0,1,5.028257
ore_ont_5695.owl,0.426914,0.237761,0.5167,0.636112,0.626365,0,0,0.8207,1,0,0,0,0.575739,0.092174,0.404829,0.283906,0.588721,0.149755,0.447108,0.029117,0.2729,0.2561,0.449372,0.471,0.9583,0.0417,0.0417,0,0.866667,6.499286
ore_ont_6226.owl,0.346911,0.16249,0.479585,0.17984,0.51193,0.166052,0,0.99657,0.99631,0,0,0,0.508023,0.162717,0.374397,0.128834,0.279895,0.086416,0.333594,0.05719,0.2241,0,0.298194,0.7586,1,0,0,0,0,4.912655
ore_ont_9816.owl,0.715883,0.028766,0.000488,0,0,0,0,1,1,0,0,0,0,0.19196,0.72814,0.043842,0.755328,0.025256,0.687497,0.02896,0,0,0,0,0,0,0,0,0,7.63127
ore_ont_6751.owl,0.546852,0.05291,0.366865,0.000217,0.51351,0,0,1,1,0,0,0,0,0.221318,0.62664,0.060026,0.244174,0.056143,0.572871,0.064316,1,0,0,0,1,0,0,0.583333,1,6.092817
ore_ont_4205.owl,0.814944,0.230526,0.504642,0.237955,0.883116,0.858348,0.712415,0.99994,0.999977,0.704494,0.050253,0.337101,0,0.397517,0.890332,0.164956,0.839987,0.283402,0.885005,0.309116,0,0,0.836759,0.9998,1,0,0,0,0.936709,9.77446
ore_ont_10860.owl,0.238039,0.178859,0.558456,0.541321,0.471163,0,0,0.674721,0.351981,0,0,0,0.377065,0.104397,0.342612,0.154814,0.24211,0.21312,0.388719,0.032123,0.2169,0,0.299915,0.2381,0.5479,0.4521,0.6712,0,1,4.890349
ore_ont_6338.owl,0.172308,0.110625,0.245619,0,0.349068,0,0,1,0,0,0,0,0.118996,0,0,0.109671,0.318039,0.023804,0.212298,0.027295,0,0,0,0,1,0,0,0,1,4.434777
ore_ont_1062.owl,0.484438,0.075939,0.387951,0.150635,0.527744,0.027085,0.251857,0.862866,0.845603,0.364391,0.021934,0.374398,0.529332,0.194594,0.557355,0.083584,0.30936,0.08833,0.522959,0.068035,0,0.5034,0.36306,0.1723,0.9112,0.0888,0,0,0.771368,5.787919
ore_ont_13949.owl,0.42942,0.050313,0.174756,0.145423,0.534271,0.191328,0.539389,1,0.999816,0.444737,0.031558,0,0.691588,0.264536,0.57424,0.21488,0.655551,0.130898,0.525735,0.133661,0,0,0.481972,1,1,0,0,0.388889,1,6.012084
ore_ont_3771.owl,0.415697,0.053316,0.349693,0,0.425495,0,0,1,1,0,0,0,0.426719,0.215191,0.525755,0.070741,0.268634,0.05835,0.462986,0.059712,0,0,0,0,0,0,0,0,0,5.236442
ore_ont_2082.owl,0.767159,0.143109,0.355542,0.295213,0.803197,0.678376,0.64489,1,0.999974,0.722936,0.210827,0.334857,0,0.257839,0.813682,0.096111,0.801304,0.17161,0.814924,0.167252,0.0081,0,0.820589,0.9919,1,0,0,0,0.94382,8.913685
ore_ont_3504.owl,0.094623,0.104247,0.406772,0.395722,0.310235,0.137255,0.092829,0.9312,0.852941,0.13316,0.024423,0,0,0.130184,0.263893,0.09642,0.138949,0.124151,0.245369,0.04799,0.2188,0,0.238492,0.625,0.8333,0.1667,0.0714,0,0.782051,4.488636
ore_ont_7868.owl,0.746353,0.13518,0.457653,0.269269,0.780743,0.199586,0.701917,1,1,0.626013,0.062706,0.665725,0,0.248843,0.793702,0.096812,0.710454,0.161396,0.792606,0.143516,0.455,0,0.747285,0.545,1,0,0,0.401042,1,8.817298
ore_ont_15635.owl,0.798909,0.169765,0.395718,0,0.821097,0,0,1,1,0,0,0,0.82722,0.185608,0.399987,0.790242,0.782158,0.02803,0.321659,0.031746,0,0,0,0,0.3333,0.6667,0,0,1,8.38716
ore_ont_5197.owl,0.43567,0.08733,0.425605,0.05534,0.50586,0.111452,0.43309,1,0.999796,0.435744,0.09491,0.154503,0,0.25248,0.567369,0.080355,0.333036,0.100754,0.511021,0.108667,0,0,0.404133,1,1,0,0,0.145833,1,5.364417
ore_ont_253.owl,0.465849,0.120609,0.340696,0.37812,0.572657,0.49447,0.528143,1,0.99973,0.461376,0.081775,0,0.575185,0.227807,0.548875,0.159914,0.577586,0.142795,0.518775,0.121022,0.001,0,0.544565,0.999,1,0,0,0,1,5.616771
ore_ont_13880.owl,0.213634,0.675862,0.641805,0.609857,0.640737,0.037975,0.073565,0.835662,0.741935,0.140703,0.004684,0.207408,0.380587,0.087731,0.292664,0.146422,0.289786,0.168297,0.331135,0.029748,0.4553,0,0.288967,0.3171,0.8182,0.1818,0,0,0.647059,4.744932
ore_ont_11564.owl,0.478273,0.078957,0.395257,0.153032,0.527098,0.026544,0.193545,0.859947,0.841637,0.380891,0.029336,0.424242,0.521452,0.192807,0.546529,0.084296,0.311171,0.086951,0.511093,0.066063,0,0.4749,0.350731,0.168,0.9396,0.0604,0,0,0.844675,5.854116
ore_ont_12174.owl,0.487521,0.157373,0.494943,0.437767,0.603304,0,0,0.51749,0.543529,0.191836,0.000726,0.486611,0.569029,0.186395,0.40164,0.270093,0.414927,0.141593,0.373341,0.097075,0,0.1808,0,0,0.7536,0.2464,0.0725,0,0.841772,5.099866
