Ontology,SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP
ore_ont_8641.owl,5926,1.440018744,2341,2.083638867,0.145482389,2817,2,0,0.440734232,0,0,2373,3647,0,0,8,8,0,0,1,1,0,0,0,0,0,3135,1.568453292,209,5121,2.674732006,2091,8733,1.862787136,22,6082,0,0,0,1.71669219,22,5605,0,0,0,0,2,0.0042,0,0,0,0,473,0.9958,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,1
ore_ont_8662.owl,79,1.495575221,45,1.944189021,0.465753425,62,34,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,0,0,0.698630137,9,51,1.164383562,34,85,2.068493151,11,151,0,0,0,1.602739726,11,117,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0.666666667
ore_ont_8665.owl,157,1.576086957,80,2.286682418,0.153409091,106,0,2,0.351111111,0,0,31,58,0,0,3,3,0,0,1,1,146,0.623931624,0,74,74,0,1.278409091,51,225,1.454545455,53,256,1.625,3,286,0,0,0,1.448863636,3,255,0,0,0,0,2,0.0741,0,0,0,0,25,0.9259,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0.375,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0.857142857
ore_ont_8666.owl,229,1.322463768,34,2.216100448,0.361538462,99,0,7,0,0.010309278,0,0,0,0,0,0,0,0,0,0.705426357,0.663461538,3,0.012048193,0,2,0,125,0.746153846,15,97,2.207692308,29,287,1.730769231,4,225,0,0,0,1.253846154,4,163,0,0,1,0.0213,6,0.1277,2,0.0426,12,0.2553,4,0.0851,0,0,0,0,4,0.0851,5,0.1064,13,0.2766,13,0.7647,4,0.2353,5,0.2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.875
ore_ont_8667.owl,89,0.988764045,0,0.485528119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.886363636,35,78,0.897727273,35,79,0.988636364,1,87,0,0,0,0.988636364,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ore_ont_8668.owl,5102,1.429440389,1030,2.398742336,0.14361831,2493,0,279,0.027084818,0,0,42,89,0,0,5,5,0,0,0.881056202,0.84495114,298,0.044451074,130,19,10,1285,1.019375151,51,4209,1.596028094,88,6590,1.485589731,9,6134,0,0,0,1.249212884,9,5158,0,0,0,0,0,0,2,0.0034,298,0.5025,102,0.172,188,0.317,0,0,0,0,0,0,3,0.0051,308,0.9139,29,0.0861,0,0,3,0.0089,4,0.0119,0,0,0,0,0,0,0,0,119,44,0,16,63,174,0,0,0.770877944
ore_ont_8671.owl,99547,2.215937804,129957,2.010034995,0.283588218,168924,0,219,0.753449881,0,0,25896,76109,0,0,9,9,0,0,1,0.999974023,78732,0.4088551,146,0,33171,0,1.384833707,45459,192244,1.66567018,45459,231230,2.216977258,6,307763,0,0,0,1.936140786,6,268777,0,0,0,0,219,0.0056,0,0,0,0,39149,0.9944,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,5,0.0532,20,0.2128,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0.943820225
ore_ont_868.owl,981153,0.999919483,-82,0.826902923,2.04E-06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999905214,41232,981062,0.999909291,41232,981066,0.999919483,4,981076,0,0,0,0.999915406,2,981072,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8684.owl,4788,1.493238167,819,2.500538092,0.146757679,2642,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877951636,0.839659179,382,0.057357357,556,18,15,1155,1.001706485,53,3522,1.608361775,90,5655,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,70,183,0,0,0.843982169
ore_ont_8688.owl,4984,1.504267425,834,2.515535158,0.150692677,2854,0,248,0.026271186,0,0,13,23,0,0,2,2,0,0,0.873585973,0.835774865,375,0.052506301,564,13,15,1344,1.000848176,53,3540,1.65959853,90,5870,1.475826972,9,5220,0,0,0,1.235510319,9,4370,0,0,0,0,0,0,2,0.0038,246,0.4615,86,0.1614,185,0.3471,0,0,5,0.0094,0,0,9,0.0169,503,0.9402,32,0.0598,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,78,183,0,0,0.839130435
ore_ont_869.owl,2359,1.379141566,722,2.283973743,0.112287335,1007,0,0,0.265206017,0,0,914,1331,0,0,15,15,0,0,1,1,67,0.021859706,0,0,67,0,1.156143667,207,3058,1.268431002,207,3355,1.384877127,9,3663,0,0,0,1.272589792,9,3366,0,0,0,0,0,0,0,0,0,0,297,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,5,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_8705.owl,6335,1.467462547,4585,2.215814581,0.180970874,5993,0,6,0.367996332,0,0,9656,10401,0,0,26,26,0,0,1,1,3972,0.248218973,0,0,3978,5088,1.411650485,137,10905,2.252815534,2926,17403,1.77592233,9,13719,0,0,0,1.593398058,9,12309,0,0,0,0,6,0.0043,0,0,0,0,1392,0.9957,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0.3333,2,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
ore_ont_8712.owl,19896,0.999798975,0,0.004339169,5.03E-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999849148,19884,19884,0.999899432,19884,19885,1,2,19887,0,0,0,0.999949716,1,19886,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0.0909,1,0.0909,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0.181818182,0.777777778
ore_ont_8719.owl,4831,1.497581845,825,2.508434112,0.148495173,2693,0,248,0.025808281,0,0,13,23,0,0,2,2,0,0,0.875319512,0.836987361,375,0.055604982,573,13,15,1198,1.001135718,53,3526,1.620102215,90,5706,1.475014196,9,5195,0,0,0,1.233957978,9,4346,0,0,0,0,0,0,2,0.0038,245,0.4685,84,0.1606,178,0.3403,0,0,5,0.0096,0,0,9,0.0172,501,0.94,32,0.06,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,77,183,0,0,0.838896952
ore_ont_8723.owl,63559,1.706835255,1020,2.12416965,0.41372594,47637,422,0,0.253100905,0,0,849,1016,0,0,8,8,0,0,1,1,307,0.002951043,40423,0,0,58273,0.341773602,41,2983,4.553849679,14869,39746,1.555339138,11,13575,0,0,0,1.116750687,9,9747,0,0,0,0,231,0.064,0,0,0,0,3380,0.936,0,0,0,0,0,0,0,0,0,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,88,0.392857143,1
ore_ont_8730.owl,560,3.809682805,76,3.766327548,0.319672131,1685,0,0,1,0,0,2,39,0,0,2,2,0,0,1,1,78,0.036723164,78,0,0,389,0.639344262,2,78,2.745901639,83,335,1.93442623,39,236,0,0,0,1.614754098,39,197,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,82,82,0,0,1
ore_ont_8737.owl,136622,10.31020184,2407285,5.402188629,0.49999817,2561361,0,0,1,0,0,2544786,2243254,0,0,263,262,0,0,1,1,2544786,0.999996856,0,0,2544786,0,9.310678013,468,2543910,9.810602983,468,2680502,10.31055357,468,2817101,0,0,0,9.810628603,468,2680509,0,0,0,0,0,0,0,0,0,0,136612,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0.2,0.777777778
ore_ont_8744.owl,1845,1.129267811,516,1.106713862,0.073625819,655,0,0,0.149911032,0,0,1389,1521,0,0,6,6,0,0,1,1,113,0.021208709,0,0,113,3076,1.133635905,72,2248,2.758446798,1629,5470,1.333333333,12,2644,0,0,0,1.259707514,12,2498,0,0,0,0,0,0,0,0,0,0,146,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_8755.owl,10326,1.319872167,3304,2.422311699,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.319775324,34,13628,1.319775324,34,13628,1.319872167,5,13629,0,0,0,1.319872167,5,13629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8759.owl,6259,1.073162939,459,1.889198668,1.60E-04,458,0,0,1.49E-04,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.072695319,138,6714,1.072855089,138,6715,1.073334398,3,6718,0,0,0,1.073174629,3,6717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8779.owl,4606,2.486406117,302,2.927981714,0.351724138,7016,65,0,0.303896104,0,0,25,31,0,0,2,2,0,0,1,1,6,5.26E-04,397,0,0,4354,1.327586207,9,385,9.2,584,2668,2.389655172,12,693,0,0,0,2.037931034,12,591,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
ore_ont_8781.owl,277,1.529411765,37,2.521778359,0.232323232,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766497462,0.811827957,3,0.006302521,0,3,0,10,0.939393939,31,186,2.141414141,31,424,1.348484848,5,267,0,0,0,1.181818182,5,234,0,0,0,0,0,0,14,0.3043,0,0,0,0,0,0,0,0,4,0.087,28,0.6087,0,0,95,0.8962,11,0.1038,57,0.5377,0,0,0,0,4,0.0377,0,0,0,0,0,0,0,0,0,7,104,100,0,0,0.959558824
ore_ont_8786.owl,363,3.907692308,123,3.336078903,0.616666667,1711,0,61,0.004405286,0,0,0,0,0,0,0,0,0,0,0.604456825,0.163841808,194,0.218961625,320,94,90,206,0.630555556,12,227,2.313888889,44,833,2.605555556,10,938,0,0,0,1.338888889,9,482,15,0.0676,1,0.0045,79,0.3559,2,0.009,51,0.2297,1,0.0045,61,0.2748,0,0,5,0.0225,1,0.0045,6,0.027,16,0.9412,1,0.0588,6,0.3529,1,0.0588,1,0.0588,0,0,0,0,0,0,0,0,5,0,0,2,10,13,0,0,0.921052632
ore_ont_8787.owl,197813,1.087141407,12559,0.634103556,0.226163201,19763,2,0,0.245840667,0,0,11317,14804,0,0,14,13,0,0,1,1,0,0,0,0,0,180242,1.326797674,743,30113,9.494624603,101534,215490,1.779564681,10,40389,0,0,0,1.553313359,10,35254,0,0,0,0,2,0.0004,0,0,0,0,5131,0.9996,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8792.owl,9802,1.100569554,3250,1.048394771,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22505,1.330884604,44,13044,3.62707887,10709,35549,1.331496786,5,13050,0,0,0,1.331496786,5,13050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8806.owl,178,1.594059406,105,2.106750103,0.12565445,120,0,0,0.391791045,0,0,19,36,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1.403141361,88,268,1.528795812,91,292,1.670157068,3,319,0,0,0,1.544502618,3,295,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,3,0.2727,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
ore_ont_8844.owl,6059,1.453515065,1828,2.416059186,0.170846691,4407,451,0,0.190662169,0,0,285,433,0,0,5,5,0,0,0.968879668,0.950647967,241,0.031556894,268,0,0,1313,1.062228927,83,5633,1.475014143,88,7822,1.528003017,9,8103,0,0,0,1.344521969,9,7130,165,0.1821,0,0,67,0.074,0,0,0,0,674,0.7439,0,0,0,0,0,0,0,0,0,0,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,5,0.014124294,1
ore_ont_8858.owl,152615,1.017131935,413,0.287637964,0.195377235,2653,2,0,0.651781078,0,0,1234,1300,0,0,4,4,0,0,1,1,0,0,0,0,0,143388,0.839860445,468,9629,13.54191016,85420,155258,1.231487135,7,14119,0,0,0,1.035935456,7,11877,0,0,0,0,2,0.0009,0,0,0,0,2238,0.9991,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.5,1
ore_ont_8864.owl,8487,2.401454004,-2,2.180309694,0.51484581,24482,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.73E-05,1,1,1.404849249,2465,24509,2.40461997,6,41951,0,0,0,0.999828041,1,17443,0,0,0,0,5789,0.6445,0,0,0,0,3193,0.3555,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8882.owl,4641,2.495621351,382,2.952084757,0.409574468,7249,144,0,0.387096774,0,0,26,33,0,0,2,2,0,0,0.997245179,0.997849462,6,5.23E-04,399,0,0,4355,1.236702128,33,465,7.558510638,584,2842,2.537234043,12,954,0,0,0,2.013297872,12,757,1,0.0065,0,0,17,0.1104,0,0,0,0,136,0.8831,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.015384615,1
ore_ont_8902.owl,3745,1.566248575,1147,2.60200177,0.163892446,2497,0,375,0.017605634,0,0,8,15,0,0,2,2,0,0,0.849641393,0.776863181,465,0.0885377,329,49,37,156,1.018181818,53,3976,1.349551857,53,5270,1.567477593,10,6121,0,0,0,1.29346991,7,5051,0,0,0,0,0,0,5,0.0078,418,0.6531,53,0.0828,160,0.25,0,0,1,0.0016,0,0,3,0.0047,199,0.8468,36,0.1532,0,0,3,0.0128,6,0.0255,0,0,0,0,0,0,0,0,89,21,0,11,43,111,0,0,0.816393443
ore_ont_891.owl,5138,1.456540522,1030,2.44521231,0.142857143,2664,0,279,0.027084818,0,0,42,89,0,0,5,5,0,0,0.881811577,0.846036916,293,0.042420733,241,19,10,1285,1.019128329,51,4209,1.596368039,88,6593,1.485472155,9,6135,0,0,0,1.249152542,9,5159,0,0,0,0,0,0,2,0.0034,298,0.5051,102,0.1729,188,0.3186,0,0,0,0,0,0,0,0,308,0.9139,29,0.0861,0,0,3,0.0089,4,0.0119,0,0,0,0,0,0,0,0,119,44,0,16,66,174,0,0,0.772340426
ore_ont_8911.owl,613,2.910714286,175,2.92609716,0.610510046,1954,0,11,0.309589041,0.021917808,0,170,235,14,3,12,12,2,3,0.83126935,0.696016771,391,0.232323232,322,322,36,41,0.564142195,10,365,2.624420402,108,1698,2.29366306,11,1484,0,0,0,1.268933539,6,821,3,0.0076,9,0.0228,100,0.2532,19,0.0481,72,0.1823,186,0.4709,0,0,0,0,5,0.0127,0,0,1,0.0025,315,0.9906,3,0.0094,0,0,8,0.0252,12,0.0377,0,0,0,0,0,0,0,0,319,0,0,163,310,310,0,0,0.847593583
ore_ont_8916.owl,2079,1.036075036,76,1.807861263,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.035594036,35,2153,1.035594036,35,2153,1.036075036,3,2154,0,0,0,1.036075036,3,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8933.owl,1295,1.118724433,850,0.83710468,0.197484277,1277,0,58,0.343558282,0,0,900,1251,0,0,6,6,0,0,1,1,728,0.064186211,0,0,786,9161,1.332704403,89,2119,7.364779874,4327,11710,1.804402516,4,2869,0,0,0,1.533962264,4,2439,0,0,0,0,58,0.1847,0,0,0,0,256,0.8153,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,1
ore_ont_8937.owl,80,1.681481481,66,2.008247902,0.578947368,104,55,0,0.763888889,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0.757894737,21,72,1.336842105,34,127,2.263157895,11,215,0,0,0,1.684210526,11,160,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1
ore_ont_894.owl,1877,1.296938776,503,1.946933027,0.042411855,582,0,0,0.131175468,0,0,1834,1971,0,0,6,6,0,0,1,1,129,0.054916986,0,0,129,0,1.199795606,197,2348,1.24220746,197,2431,1.298926929,7,2542,0,0,0,1.256515074,7,2459,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_8940.owl,1694,1.16093171,327,1.160573998,0.22217047,1216,0,7,0.161649944,0,0,438,484,0,0,7,7,0,0,1,0.989557434,161,0.021712744,4,0,164,5387,0.835584537,89,1794,3.765719609,2384,8085,1.572892408,8,3377,0,0,0,1.151839776,6,2473,0,0,0,0,196,0.4109,0,0,0,0,281,0.5891,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,4,0.1818,5,0.2273,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.764705882
ore_ont_8941.owl,952,2.289940828,63,2.744523975,0.433566434,1318,0,3,0.007042254,0,0,0,0,0,0,0,0,0,0,0.570422535,0.579310345,117,0.052750225,617,1026,14,215,0.993006993,7,142,4.202797203,66,601,1.909090909,14,273,0,0,0,1.433566434,14,205,0,0,0,0,0,0,3,0.0484,58,0.9355,1,0.0161,0,0,0,0,0,0,0,0,0,0,105,0.8468,19,0.1532,16,0.129,3,0.0242,5,0.0403,0,0,0,0,0,0,0,0,59,0,0,48,99,91,0,0,0.841121495
ore_ont_8948.owl,594,1.504702194,69,2.605067231,0.11369509,324,0,30,0.005376344,0,0,0,0,0,0,0,0,0,0,0.89119171,0.825358852,0,0,0,0,0,103,0.96124031,16,372,1.560723514,36,604,1.382428941,5,535,0,0,0,1.175710594,4,455,0,0,0,0,0,0,1,0.0227,26,0.5909,2,0.0455,13,0.2955,0,0,0,0,0,0,2,0.0455,70,0.7609,22,0.2391,0,0,1,0.0109,6,0.0652,0,0,0,0,0,0,0,0,31,10,0,7,23,39,0,0,0.779527559
ore_ont_8949.owl,238,1.886554622,0,1.441490007,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.043859649,112,233,0.99122807,1,113,0,0,0,0.99122807,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,112,112,0,0,1
ore_ont_8951.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_8974.owl,65,1.837662338,90,1.020184383,0.847619048,129,89,0,0.936842105,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.904761905,40,95,1.752380952,49,184,2.695238095,3,283,0,0,0,1.847619048,2,194,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_8975.owl,410,1.751662971,1,2.842862246,0.150943396,355,0,20,0,0,0,0,0,0,0,0,0,0,0,0.984848485,0.913385827,2,0.003072197,163,163,91,82,0.80754717,54,214,1.562264151,56,414,1.38490566,5,367,0,0,0,1,2,265,0,0,0,0,20,0.5,1,0.025,0,0,16,0.4,0,0,0,0,0,0,1,0.025,2,0.05,68,0.8718,10,0.1282,4,0.0513,5,0.0641,12,0.1538,0,0,0,0,0,0,0,0,65,0,0,35,4,8,2,0.025641026,0.703703704
ore_ont_8982.owl,86851,2.430062243,130805,2.211027818,0.15140112,146358,0,219,0.459470673,0,0,15175,44958,0,0,9,9,0,0,1,0.999974428,74592,0.381453052,37216,0,37263,0,1.908084175,37208,195218,2.060276999,37208,210789,2.430686827,9,248686,0,0,0,2.278494004,9,233115,0,0,0,0,290,0.0187,0,0,0,0,15200,0.9813,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,5,0.1667,8,0.2667,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.772727273
ore_ont_8989.owl,6062,2.537695822,59,2.85224079,0.603960396,9425,0,0,0.020833333,0.03125,0,0,0,0,0,0,0,0,0,0.41,0.265306122,12,7.77E-04,461,0,4,3041,0.95049505,9,96,32.91089109,855,3324,2.495049505,9,252,0,0,0,1.574257426,6,159,0,0,0,0,0,0,11,0.1803,6,0.0984,2,0.0328,1,0.0164,0,0,6,0.0984,21,0.3443,14,0.2295,31,0.4844,33,0.5156,0,0,0,0,1,0.0156,0,0,0,0,0,0,0,0,5,0,0,0,64,64,0,0,1
ore_ont_8995.owl,5707,3.31547321,9928,3.283392552,0.42963335,23124,0,2660,0.432686731,0,0,3878,6954,0,0,8,8,0,0,1,0.999889983,1582,0.086970863,11,0,1035,0,1.558714214,837,15517,2.886187845,1674,28732,3.324660974,13,33097,0,0,0,1.997187343,12,19882,0,0,0,0,2660,0.6219,0,0,0,0,1617,0.3781,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,5,0.1667,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0.066666667,1
ore_ont_8999.owl,4819,1.495712155,826,2.504709636,0.147990945,2677,0,249,0.025720746,0,0,13,23,0,0,2,2,0,0,0.875742995,0.837532134,379,0.056440804,568,13,15,1174,1.001131862,53,3538,1.612337295,90,5698,1.473967176,9,5209,0,0,0,1.23344652,9,4359,0,0,0,0,0,0,2,0.0038,248,0.4742,84,0.1606,175,0.3346,0,0,5,0.0096,0,0,9,0.0172,501,0.94,32,0.06,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,77,183,0,0,0.838896952
ore_ont_9002.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_9012.owl,330,4.292173913,0,3.692412946,0.452865065,1893,0,0,0.073260073,0.029304029,0,13,13,17,3,6,6,8,3,0.922222222,0.822629969,14,0.036363636,0,0,0,0,0.504621072,33,273,4.068391867,60,2201,4.506469501,33,2438,0,0,0,0.998151571,1,540,0,0,6,0.0245,95,0.3878,9,0.0367,15,0.0612,108,0.4408,0,0,0,0,5,0.0204,0,0,7,0.0286,34,1,0,0,28,0.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,1
ore_ont_9014.owl,9645,1.403053435,3392,1.915792439,0.180814205,4226,0,0,0.4357651,0,0,2952,4318,0,0,9,9,0,0,0.999350227,0.999442042,300,0.023025558,201,0,0,5858,1.552403638,240,7169,3.001732352,4345,13862,1.915114768,22,8844,0,0,0,1.734300563,22,8009,0,0,3,0.0036,0,0,0,0,0,0,832,0.9964,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_9020.owl,186,56.4516129,0,3.87800976,0,10314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.45698925,137,10315,56.4516129,158,10500,0,0,0,0.994623656,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_9024.owl,320,2.5609319,79,3.034790076,0.458574181,877,0,14,0.247524752,0.066006601,0,41,64,0,2,7,7,0,2,0.891891892,0.424364123,127,0.157568238,101,0,38,0,0.583815029,19,303,2.131021195,26,1106,2.658959538,19,1380,0,0,0,1.150289017,5,597,0,0,9,0.0378,56,0.2353,25,0.105,22,0.0924,126,0.5294,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,10,0.2564,0,0,0,0,0,0,0,0,29,0,0,0,10,10,0,0,1
